agent,workload,network,seen,condition,episode,seed,total_tasks_generated,num_completed,num_failed,completion_rate,avg_latency_ms,deadline_met_rate,total_energy_joules,final_time_ms,task_seed,duration_ms,truncated,num_decisions,episode_return,p95_latency_ms,late_completions,deadline_failures,sla_violations,rejections,fail_deadline_missed_while_running,raw_latency,raw_sla,raw_rejection,raw_balance,raw_energy,raw_utilization,w_latency,w_sla,w_rejection,w_balance,w_energy,w_utilization,fail_server_full_or_incompatible
Random,normal,normal,True,normal_normal,2,50002,49.0,26.0,23.0,0.5306122448979592,865.7858279847648,1.0,2229.389415247582,19480.0,50002.0,10000.0,0.0,49.0,-109.27292703390327,1662.4098969134461,0.0,23.0,23.0,0.0,23.0,22.510431527603885,30.5,0.0,8.023184961579059,22.29389415247582,3.480230488675477,-11.255215763801942,-91.5,0.0,-2.4069554884737183,-4.458778830495164,0.3480230488675478,0.0
Greedy,normal,normal,True,normal_normal,2,50002,49.0,32.0,17.0,0.6530612244897959,806.8276158103362,0.9375,1409.3861572505778,11470.0,50002.0,10000.0,0.0,49.0,-82.61114562907717,1290.096338901484,2.0,17.0,19.0,0.0,17.0,25.81848370593076,22.0,0.0,4.375039740864751,14.093861572505777,4.293804606487844,-12.90924185296538,-66.0,0.0,-1.3125119222594248,-2.818772314501156,0.4293804606487845,0.0
PPO,normal,normal,True,normal_normal,2,50002,49.0,26.0,23.0,0.5306122448979592,597.9198826708932,0.9615384615384616,2837.59181694525,25610.0,50002.0,10000.0,0.0,49.0,-102.12444445405629,866.5478174284907,1.0,23.0,24.0,0.0,23.0,15.545916949443223,28.5,0.0,11.427532435096795,28.3759181694525,2.5195738508486354,-7.772958474721611,-85.5,0.0,-3.4282597305290388,-5.6751836338905,0.2519573850848636,0.0
FIFO,normal,normal,True,normal_normal,3,50003,57.0,2.0,55.0,0.03508771929824561,981.0865752967022,1.0,3991.8493436702406,37080.0,50003.0,10000.0,0.0,57.0,-175.66037248879178,1132.4893185585724,0.0,55.0,55.0,0.0,55.0,1.9621731505934044,53.0,0.0,25.8579222099744,39.918493436702406,0.6178943683773056,-0.9810865752967022,-159.0,0.0,-7.757376662992318,-7.983698687340482,0.06178943683773056,0.0
RoundRobin,normal,normal,True,normal_normal,3,50003,57.0,31.0,26.0,0.543859649122807,766.8436209721806,1.0,1953.4079734549425,16750.0,50003.0,10000.0,0.0,57.0,-91.98832374948788,1059.1586024281278,0.0,26.0,26.0,0.0,26.0,23.77215225013759,25.0,0.0,5.452087569258033,19.53407973454943,4.401945932682304,-11.886076125068795,-75.0,0.0,-1.6356262707774103,-3.9068159469098864,0.44019459326823035,0.0
Random,normal,normal,True,normal_normal,3,50003,57.0,35.0,22.0,0.6140350877192983,851.0932642924696,1.0,2186.6092633454355,18690.0,50003.0,10000.0,0.0,57.0,-88.39639332286788,1359.1468661764961,0.0,22.0,22.0,0.0,22.0,29.78826425023643,22.5,0.0,7.329585865480479,21.866092633454354,5.698330885853604,-14.894132125118215,-67.5,0.0,-2.1988757596441433,-4.373218526690872,0.5698330885853607,0.0
Greedy,normal,normal,True,normal_normal,3,50003,57.0,36.0,21.0,0.631578947368421,862.4520453245559,1.0,1350.2065084285578,10650.0,50003.0,10000.0,0.0,57.0,-97.38240483721424,1367.545850117072,0.0,21.0,21.0,0.0,21.0,31.04827363168401,26.0,0.0,5.832265984647668,13.50206508428558,5.918247908791814,-15.524136815842006,-78.0,0.0,-1.7496797953943015,-2.7004130168571154,0.5918247908791818,0.0
PPO,normal,normal,True,normal_normal,3,50003,57.0,31.0,26.0,0.543859649122807,729.2994496857611,1.0,3462.0065651836,31030.0,50003.0,10000.0,0.0,57.0,-111.7580812528033,1473.6292067266068,0.0,26.0,26.0,0.0,26.0,22.608282940258597,29.5,0.0,18.097518492186275,34.620065651836,3.99328895349097,-11.304141470129299,-88.5,0.0,-5.429255547655885,-6.9240131303672,0.39932889534909694,0.0
FIFO,normal,normal,True,normal_normal,4,50004,55.0,2.0,53.0,0.03636363636363636,1304.9016996659934,1.0,4093.4248544851334,37940.0,50004.0,10000.0,0.0,55.0,-184.09564950076657,1873.9313484404536,0.0,53.0,53.0,0.0,53.0,2.609803399331987,56.0,0.0,22.210010116184904,40.93424854485133,0.5910494272514865,-1.3049016996659935,-168.0,0.0,-6.66300303485547,-8.186849708970268,0.05910494272514865,0.0
RoundRobin,normal,normal,True,normal_normal,4,50004,55.0,35.0,20.0,0.6363636363636364,751.7024036351463,1.0,2271.4231917652287,19500.0,50004.0,10000.0,0.0,55.0,-97.47637006779392,991.3748692387936,0.0,20.0,20.0,0.0,20.0,26.309584127230124,26.0,0.0,7.308749026225307,22.714231917652288,4.1389308721916835,-13.154792063615062,-78.0,0.0,-2.192624707867592,-4.542846383530457,0.4138930872191685,0.0
Random,normal,normal,True,normal_normal,4,50004,55.0,32.0,23.0,0.5818181818181818,841.6421274272396,1.0,2425.227404504807,21100.0,50004.0,10000.0,0.0,55.0,-109.95258859229116,1616.714720223989,0.0,23.0,23.0,0.0,23.0,26.93254807767167,30.0,0.0,6.857820457427221,24.25227404504807,4.214863927824387,-13.466274038835834,-90.0,0.0,-2.057346137228166,-4.850454809009615,0.4214863927824388,0.0
Greedy,normal,normal,True,normal_normal,4,50004,55.0,35.0,20.0,0.6363636363636364,777.8418452884121,0.9428571428571428,1408.8889317066082,11350.0,50004.0,10000.0,0.0,55.0,-103.22017159270526,1300.600870686737,2.0,20.0,22.0,0.0,20.0,27.22446458509442,28.5,0.0,5.914672279480838,14.088889317066078,4.842402470993882,-13.61223229254721,-85.5,0.0,-1.7744016838442525,-2.8177778634132165,0.48424024709938834,0.0
PPO,normal,normal,True,normal_normal,4,50004,55.0,28.0,27.0,0.509090909090909,602.7539149265692,1.0,3772.7416002653417,33900.0,50004.0,10000.0,0.0,55.0,-113.45695855038494,908.5300333707676,0.0,27.0,27.0,0.0,27.0,16.877109617943937,31.0,0.0,16.28772925472175,37.72741600265341,4.133982355342281,-8.438554808971968,-93.0,0.0,-4.886318776416527,-7.545483200530684,0.4133982355342281,0.0
FIFO,normal,normal,True,normal_normal,5,50005,50.0,1.0,49.0,0.02,665.1172569659336,1.0,2822.8329257261817,26260.0,50005.0,10000.0,0.0,50.0,-153.8497470469083,665.1172569659336,0.0,49.0,49.0,0.0,49.0,0.6651172569659336,47.5,0.0,17.905075223243273,28.228329257261816,0.0,-0.3325586284829668,-142.5,0.0,-5.371522566972979,-5.645665851452364,0.0,0.0
RoundRobin,normal,normal,True,normal_normal,5,50005,50.0,31.0,19.0,0.62,750.7974844765225,1.0,1873.783896798363,16030.0,50005.0,10000.0,0.0,50.0,-78.14547054567649,1061.240850981285,0.0,19.0,19.0,0.0,19.0,23.274722018772195,20.5,0.0,5.539411091693999,18.73783896798363,4.012815848145366,-11.637361009386098,-61.5,0.0,-1.6618233275082002,-3.747567793596727,0.4012815848145366,0.0
Random,normal,normal,True,normal_normal,5,50005,50.0,23.0,27.0,0.46,861.7299188631081,0.9130434782608695,1366.4997900384656,11520.0,50005.0,10000.0,0.0,50.0,-105.68063939482882,1415.9784139398196,2.0,27.0,29.0,0.0,27.0,19.819788133851482,30.5,0.0,6.2986180489804156,13.664997900384657,3.51839666868006,-9.909894066925741,-91.5,0.0,-1.889585414694124,-2.7329995800769313,0.351839666868006,0.0
Greedy,normal,normal,True,normal_normal,5,50005,50.0,36.0,14.0,0.72,801.24782723084,0.9722222222222222,1403.8963696283888,11300.0,50005.0,10000.0,0.0,50.0,-65.92042830017856,1229.8362047691694,1.0,14.0,15.0,0.0,14.0,28.84492178031024,16.0,0.0,3.7555102428343865,14.038963696283888,4.364784020836805,-14.42246089015512,-48.0,0.0,-1.1266530728503157,-2.807792739256778,0.4364784020836804,0.0
PPO,normal,normal,True,normal_normal,5,50005,50.0,27.0,23.0,0.54,731.0794326979986,0.9629629629629629,3109.8110215594065,27820.0,50005.0,10000.0,0.0,50.0,-94.82635060203293,1281.8787459812415,1.0,23.0,24.0,0.0,23.0,19.739144682845964,25.0,0.0,13.42141786387457,31.098110215594062,2.892691416712462,-9.869572341422982,-75.0,0.0,-4.026425359162369,-6.219622043118813,0.289269141671246,0.0
FIFO,normal,normal,True,normal_normal,6,50006,41.0,2.0,39.0,0.04878048780487805,1108.0795214738996,1.0,2875.449081179522,26770.0,50006.0,10000.0,0.0,41.0,-137.4334941651295,1406.1891475303134,0.0,39.0,39.0,0.0,39.0,2.2161590429477993,42.5,0.0,10.281408581135535,28.754490811795222,0.09906093044131238,-1.1080795214738997,-127.5,0.0,-3.084422574340662,-5.750898162359045,0.009906093044131238,0.0
RoundRobin,normal,normal,True,normal_normal,6,50006,41.0,23.0,18.0,0.5609756097560976,806.9039312277276,1.0,1429.5938288739478,12430.0,50006.0,10000.0,0.0,41.0,-75.83904901843115,1693.8563397124576,0.0,18.0,18.0,0.0,18.0,18.558790418237734,21.0,0.0,3.0206906836615484,14.295938288739476,2.0574105353407974,-9.279395209118867,-63.0,0.0,-0.9062072050984645,-2.8591876577478956,0.20574105353407976,0.0
Random,normal,normal,True,normal_normal,6,50006,41.0,20.0,21.0,0.4878048780487805,792.3574427782464,1.0,2342.4904733983517,21160.0,50006.0,10000.0,0.0,41.0,-88.56353232515698,1257.4672938328745,0.0,21.0,21.0,0.0,21.0,15.847148855564932,25.0,0.0,3.7684713265903587,23.424904733983517,1.7556444739929067,-7.923574427782466,-75.0,0.0,-1.1305413979771077,-4.6849809467967045,0.17556444739929067,0.0
Greedy,normal,normal,True,normal_normal,6,50006,41.0,23.0,18.0,0.5609756097560976,649.8844993026887,1.0,1342.3918611980666,11580.0,50006.0,10000.0,0.0,41.0,-81.6227388426295,1176.726561075894,0.0,18.0,18.0,0.0,18.0,14.947343483961841,23.5,0.0,3.9648919813885692,13.423918611980667,2.2518421616411044,-7.473671741980921,-70.5,0.0,-1.1894675944165702,-2.6847837223961335,0.22518421616411044,0.0
PPO,normal,normal,True,normal_normal,6,50006,41.0,15.0,26.0,0.36585365853658536,566.2276638353746,1.0,3684.544859998703,33930.0,50006.0,10000.0,0.0,41.0,-104.4828067997212,1037.810377159689,0.0,26.0,26.0,0.0,26.0,8.493414957530621,30.0,0.0,9.990510691435732,36.84544859998703,1.3014360647221137,-4.246707478765311,-90.0,0.0,-2.9971532074307192,-7.369089719997406,0.1301436064722114,0.0
FIFO,normal,normal,True,normal_normal,7,50007,47.0,3.0,44.0,0.06382978723404255,1200.2344120331888,1.0,2649.013257146622,24300.0,50007.0,10000.0,0.0,47.0,-125.21345765274748,1828.0168027652055,0.0,44.0,44.0,0.0,44.0,3.6007032360995668,38.0,0.0,14.082125346953433,26.49013257146622,1.0955808368157647,-1.8003516180497834,-114.0,0.0,-4.2246376040860305,-5.298026514293245,0.10955808368157648,0.0
RoundRobin,normal,normal,True,normal_normal,7,50007,47.0,35.0,12.0,0.7446808510638298,799.1286994096017,1.0,1532.11320715861,12420.0,50007.0,10000.0,0.0,47.0,-52.07254365664543,1345.5394301947383,0.0,12.0,12.0,0.0,12.0,27.969504479336063,11.0,0.0,8.311109464708622,15.321132071586103,4.697678367524015,-13.984752239668031,-33.0,0.0,-2.493332839412587,-3.0642264143172193,0.4697678367524014,0.0
Random,normal,normal,True,normal_normal,7,50007,47.0,23.0,24.0,0.48936170212765956,836.7365054168347,1.0,1906.9445855711208,16620.0,50007.0,10000.0,0.0,47.0,-77.58274927018029,1496.2921303002718,0.0,24.0,24.0,0.0,24.0,19.244939624587197,20.5,0.0,9.865967485090621,19.06944585571121,3.133999587827265,-9.622469812293598,-61.5,0.0,-2.9597902455271856,-3.813889171142242,0.31339995878272664,0.0
Greedy,normal,normal,True,normal_normal,7,50007,47.0,32.0,15.0,0.6808510638297872,750.5094204488462,1.0,1388.361634898567,11420.0,50007.0,10000.0,0.0,47.0,-59.53146523124032,1205.5588281773548,0.0,15.0,15.0,0.0,15.0,24.01630145436308,14.5,0.0,5.340469076000374,13.883616348985669,3.555494885384675,-12.00815072718154,-43.5,0.0,-1.6021407228001114,-2.7767232697971336,0.3555494885384676,0.0
PPO,normal,normal,True,normal_normal,7,50007,47.0,22.0,25.0,0.46808510638297873,619.5541154878464,1.0,3524.638136356035,31940.0,50007.0,10000.0,0.0,47.0,-77.29601256898917,951.4165923543773,0.0,25.0,25.0,0.0,25.0,13.63019054073262,20.0,0.0,12.353644565284414,35.24638136356035,2.744523436745349,-6.81509527036631,-60.0,0.0,-3.7060933695853255,-7.04927627271207,0.27445234367453497,0.0
FIFO,normal,normal,True,normal_normal,8,50008,50.0,2.0,48.0,0.04,967.6689672828139,1.0,2498.237161951767,23170.0,50008.0,10000.0,0.0,50.0,-159.17323983000915,1324.489179014501,0.0,48.0,48.0,0.0,48.0,1.935337934565628,49.5,0.0,15.793008506319705,24.98237161951767,0.28806013073091136,-0.967668967282814,-148.5,0.0,-4.73790255189591,-4.996474323903534,0.028806013073091136,0.0
RoundRobin,normal,normal,True,normal_normal,8,50008,50.0,33.0,17.0,0.66,746.2852254455532,1.0,1659.9422250051487,13850.0,50008.0,10000.0,0.0,50.0,-81.67773722817488,1248.70258904553,0.0,17.0,17.0,0.0,17.0,24.627412439703257,21.5,0.0,6.381971572073923,16.59942225005149,3.7044491330921265,-12.313706219851628,-64.5,0.0,-1.9145914716221768,-3.3198844500102975,0.37044491330921264,0.0
Random,normal,normal,True,normal_normal,8,50008,50.0,32.0,18.0,0.64,757.1067010740621,1.0,1313.1727751549179,10580.0,50008.0,10000.0,0.0,50.0,-83.64095436698886,1169.2752441650284,0.0,18.0,18.0,0.0,18.0,24.227414434369987,22.5,0.0,5.982908970739805,13.13172775154918,3.9397109172790232,-12.113707217184993,-67.5,0.0,-1.7948726912219424,-2.6263455503098356,0.3939710917279023,0.0
Greedy,normal,normal,True,normal_normal,8,50008,50.0,37.0,13.0,0.74,763.9284986181495,1.0,1305.957325824389,10510.0,50008.0,10000.0,0.0,50.0,-63.86040559783611,1176.7022674350083,0.0,13.0,13.0,0.0,13.0,28.26535444887153,15.5,0.0,3.62588447084101,13.059573258243892,4.719516195007497,-14.132677224435765,-46.5,0.0,-1.0877653412523034,-2.6119146516487777,0.47195161950074926,0.0
PPO,normal,normal,True,normal_normal,8,50008,50.0,21.0,29.0,0.42,621.3178003007484,1.0,3240.749409621403,29390.0,50008.0,10000.0,0.0,50.0,-109.7028408905534,943.4522630041902,0.0,29.0,29.0,0.0,29.0,13.04767380631572,31.0,0.0,13.01181689308933,32.40749409621402,2.060398997740423,-6.52383690315786,-93.0,0.0,-3.9035450679267973,-6.481498819242806,0.20603989977404236,0.0
FIFO,normal,normal,True,normal_normal,9,50009,51.0,1.0,50.0,0.0196078431372549,760.738420421121,1.0,3610.9085277434265,33520.0,50009.0,10000.0,0.0,51.0,-183.1854271804687,760.738420421121,0.0,50.0,50.0,0.0,50.0,0.7607384204211209,56.5,0.0,20.439116811986075,36.10908527743426,0.4849412882451468,-0.38036921021056047,-169.5,0.0,-6.13173504359582,-7.221817055486853,0.04849412882451468,0.0
RoundRobin,normal,normal,True,normal_normal,9,50009,51.0,26.0,25.0,0.5098039215686274,828.8542412326137,1.0,1691.658780751401,14610.0,50009.0,10000.0,0.0,51.0,-112.6653660021005,1454.778585744961,0.0,25.0,25.0,0.0,25.0,21.550210272047956,32.5,0.0,4.560820374866438,16.91658780751401,3.6130280788623326,-10.775105136023978,-97.5,0.0,-1.3682461124599314,-3.383317561502802,0.36130280788623337,0.0
Random,normal,normal,True,normal_normal,9,50009,51.0,23.0,28.0,0.45098039215686275,852.6279503294726,1.0,1531.97883673344,13040.0,50009.0,10000.0,0.0,51.0,-117.66792025390848,1511.8065941417233,0.0,28.0,28.0,0.0,28.0,19.61044285757787,34.5,0.0,5.714412945062128,15.319788367334395,4.155827318659815,-9.805221428788935,-103.5,0.0,-1.714323883518638,-3.06395767346688,0.41558273186598177,0.0
Greedy,normal,normal,True,normal_normal,9,50009,51.0,28.0,23.0,0.5490196078431373,811.5341817363106,1.0,1268.766961153673,10560.0,50009.0,10000.0,0.0,51.0,-106.09607306409352,1204.11142953437,0.0,23.0,23.0,0.0,23.0,22.7229570886167,30.5,0.0,3.649141064577355,12.687669611536734,3.976817218954068,-11.36147854430835,-91.5,0.0,-1.0947423193732058,-2.5375339223073463,0.397681721895407,0.0
PPO,normal,normal,True,normal_normal,9,50009,51.0,23.0,28.0,0.45098039215686275,632.3208016696128,1.0,3561.659773624276,32470.0,50009.0,10000.0,0.0,51.0,-116.24272723372961,977.2584426709055,0.0,28.0,28.0,0.0,28.0,14.543378438401096,32.5,0.0,15.291052688859226,35.61659773624276,2.3959733937725645,-7.271689219200548,-97.5,0.0,-4.5873158066577675,-7.123319547248553,0.2395973393772564,0.0
FIFO,normal,congested,True,normal_congested,0,50000,55.0,0.0,55.0,0.0,0.0,0.0,10159.64999999974,94950.0,50000.0,10000.0,0.0,55.0,-207.38645630693708,0.0,0.0,55.0,55.0,0.0,55.0,0.0,59.5,0.0,28.55718768979186,101.59649999999738,0.0,0.0,-178.5,0.0,-8.567156306937557,-20.31929999999948,0.0,0.0
RoundRobin,normal,congested,True,normal_congested,0,50000,55.0,13.0,42.0,0.23636363636363636,872.4018924356299,1.0,4158.7103429498575,38200.0,50000.0,10000.0,0.0,55.0,-161.21328850510758,1280.8132689684658,0.0,42.0,42.0,0.0,42.0,11.341224601663187,48.5,0.0,6.724519522440016,41.58710342949857,2.921003383557393,-5.670612300831594,-145.5,0.0,-2.017355856732005,-8.317420685899716,0.29210033835573923,0.0
Random,normal,congested,True,normal_congested,0,50000,55.0,10.0,45.0,0.18181818181818182,1185.68406200106,1.0,5398.471965704967,49970.0,50000.0,10000.0,0.0,55.0,-171.09275460988292,1821.8808969311456,0.0,45.0,45.0,0.0,45.0,11.8568406200106,50.5,0.0,10.035592961629527,53.98471965704967,1.4328752002118894,-5.9284203100053,-151.5,0.0,-3.0106778884888583,-10.796943931409935,0.143287520021189,0.0
Greedy,normal,congested,True,normal_congested,0,50000,55.0,12.0,43.0,0.21818181818181817,1178.6440057471375,1.0,2320.5636834206766,21000.0,50000.0,10000.0,0.0,55.0,-156.27540387656762,1848.055390596042,0.0,43.0,43.0,0.0,43.0,14.143728068965647,48.0,0.0,2.7333546497692116,23.20563683420677,2.5759391968730547,-7.071864034482823,-144.0,0.0,-0.8200063949307633,-4.641127366841353,0.2575939196873055,0.0
PPO,normal,congested,True,normal_congested,0,50000,55.0,8.0,47.0,0.14545454545454545,822.8520870427682,1.0,6004.996007956408,55680.0,50000.0,10000.0,0.0,55.0,-177.01936243263452,1185.6203809772944,0.0,47.0,47.0,0.0,47.0,6.582816696342144,52.0,0.0,19.52166331569998,60.04996007956409,1.3853692615940374,-3.291408348171072,-156.0,0.0,-5.856498994709995,-12.009992015912818,0.13853692615940372,0.0
FIFO,normal,congested,True,normal_congested,1,50001,62.0,1.0,61.0,0.016129032258064516,850.6063696281035,1.0,11315.831217963152,105700.0,50001.0,10000.0,0.0,62.0,-231.32010233305152,850.6063696281035,0.0,61.0,61.0,0.0,61.0,0.8506063696281035,66.0,0.0,34.22604905276027,113.15831217963154,0.04678003516921341,-0.42530318481405177,-198.0,0.0,-10.26781471582808,-22.63166243592631,0.004678003516921342,0.0
RoundRobin,normal,congested,True,normal_congested,1,50001,62.0,15.0,47.0,0.24193548387096775,1030.4306380019677,1.0,5077.989712777015,46540.0,50001.0,10000.0,0.0,62.0,-176.4473487911393,1629.0632578097811,0.0,47.0,47.0,0.0,47.0,15.456459570029516,52.0,0.0,9.613253924924708,50.77989712777015,3.2083659690693267,-7.728229785014758,-156.0,0.0,-2.883976177477413,-10.15597942555403,0.32083659690693256,0.0
Random,normal,congested,True,normal_congested,1,50001,62.0,9.0,53.0,0.14516129032258066,1222.356559476727,1.0,4874.91808901086,45050.0,50001.0,10000.0,0.0,62.0,-195.60734961016922,1670.2707262067415,0.0,53.0,53.0,0.0,53.0,11.001209035290543,59.5,0.0,6.968305779026804,48.749180890108605,2.335828192058125,-5.500604517645272,-178.5,0.0,-2.090491733708041,-9.74983617802172,0.23358281920581264,0.0
Greedy,normal,congested,True,normal_congested,1,50001,62.0,10.0,52.0,0.16129032258064516,1097.212853222552,1.0,1971.8857948328125,17760.0,50001.0,10000.0,0.0,62.0,-183.85091433038536,1472.9911489569006,0.0,52.0,52.0,0.0,52.0,10.97212853222552,58.0,0.0,2.061197348328042,19.71885794832813,1.9728072989142504,-5.48606426611276,-174.0,0.0,-0.6183592044984128,-3.9437715896656256,0.19728072989142514,0.0
PPO,normal,congested,True,normal_congested,1,50001,62.0,17.0,45.0,0.27419354838709675,788.7795143114581,1.0,6437.099946589007,59570.0,50001.0,10000.0,0.0,62.0,-177.2784506970695,1058.0699585029413,0.0,45.0,45.0,0.0,45.0,13.40925174329479,50.5,0.0,21.389443536185464,64.37099946589007,2.172081286115545,-6.704625871647395,-151.5,0.0,-6.416833060855638,-12.874199893178016,0.21720812861155445,0.0
FIFO,normal,congested,True,normal_congested,2,50002,49.0,0.0,49.0,0.0,0.0,0.0,8612.429999999777,80490.0,50002.0,10000.0,0.0,49.0,-187.21355533785444,0.0,0.0,49.0,49.0,0.0,49.0,0.0,54.5,0.0,21.62898445951636,86.12429999999777,0.0,0.0,-163.5,0.0,-6.4886953378549075,-17.224859999999556,0.0,0.0
RoundRobin,normal,congested,True,normal_congested,2,50002,49.0,10.0,39.0,0.20408163265306123,1067.951946678846,1.0,3264.9140201129194,29920.0,50002.0,10000.0,0.0,49.0,-151.15984979121538,1636.218148980476,0.0,39.0,39.0,0.0,39.0,10.679519466788461,46.0,0.0,4.987768066372614,32.6491402011292,2.0606840231649644,-5.339759733394231,-138.0,0.0,-1.4963304199117842,-6.529828040225839,0.2060684023164965,0.0
Random,normal,congested,True,normal_congested,2,50002,49.0,6.0,43.0,0.12244897959183673,1025.3225676886898,1.0,6500.314583578642,60350.0,50002.0,10000.0,0.0,49.0,-167.09841929035042,1394.51269667133,0.0,43.0,43.0,0.0,43.0,6.1519354061321385,49.5,0.0,8.78707724770657,65.00314583578643,1.1430075418491086,-3.0759677030660693,-148.5,0.0,-2.6361231743119706,-13.000629167157285,0.11430075418491085,0.0
